Var1,Location,Confidence,Condition
Q8N668,Endoplasmic Reticulum,Medium,Control
Q8N684,Nucleus,Medium,Control
Q8N6N7,Cytoplasm,Medium,Control
Q8N987,Cytoskeleton,Medium,Control
Q8N9F0,Mitochondria,Medium,Control
Q8N9F7,Endoplasmic Reticulum,Medium,Control
Q8N9N7,Plasma membrane,Medium,Control
Q8N9R8,Cytoskeleton,Medium,Control
Q8NBF2,Cytoplasm,Medium,Control
Q8NBN7,Mitochondria,Medium,Control
Q8NBS9,Endoplasmic Reticulum,Medium,Control
Q8NC96,Cytoskeleton,Medium,Control
Q8NCG7,Plasma membrane,Medium,Control
Q8NCW5,Cytoplasm,Medium,Control
Q8NDA8,Endoplasmic Reticulum,Medium,Control
Q8NDH3,Cytoplasm,Medium,Control
Q8NE71,Endoplasmic Reticulum,Medium,Control
Q8NEB9,Mitochondria,Medium,Control
Q8NHH9,Endoplasmic Reticulum,Medium,Control
Q8TAT6,Endoplasmic Reticulum,Medium,Control
Q8TBF2,Endoplasmic Reticulum,Medium,Control
Q8TBX8,Cytoskeleton,Medium,Control
Q8TCU6,Endoplasmic Reticulum,Medium,Control
Q8TF44,Mitochondria,Medium,Control
Q8WUD1,Endoplasmic Reticulum,Medium,Control
Q8WUW1,Presynapse,Medium,Control
Q8WUX9,Mitochondria,Medium,Control
Q8WUY3,Mitochondria,Medium,Control
Q8WVM8,Endoplasmic Reticulum,Medium,Control
Q8WXD9,Endoplasmic Reticulum,Medium,Control
Q8WY22,Mitochondria,Medium,Control
Q8WZ42,Cytoskeleton,Medium,Control
Q92558,Cytoskeleton,Medium,Control
Q92572,Endoplasmic Reticulum,Medium,Control
Q92581,Endoplasmic Reticulum,Medium,Control
Q92734,Cytoplasm,Medium,Control
Q92743,Endoplasmic Reticulum,Medium,Control
Q92796,Mitochondria,Medium,Control
Q92820,Cytoplasm,Medium,Control
Q92845,Endoplasmic Reticulum,Medium,Control
Q92982,Endoplasmic Reticulum,Medium,Control
Q93008,Endoplasmic Reticulum,Medium,Control
Q93034,Cytoplasm,Medium,Control
Q969Q0,Plasma membrane,Medium,Control
Q96BM9,Cytoskeleton,Medium,Control
Q96C19,Cytoplasm,Medium,Control
Q96CM8,Mitochondria,Medium,Control
Q96DA2,Endoplasmic Reticulum,Medium,Control
Q96DE0,Nucleus,Medium,Control
Q96DZ9,Endoplasmic Reticulum,Medium,Control
Q96EK5,Endoplasmic Reticulum,Medium,Control
Q96EQ0,Cytoskeleton,Medium,Control
Q96F24,Mitochondria,Medium,Control
Q96FC7,Cytoskeleton,Medium,Control
Q96FN4,Endoplasmic Reticulum,Medium,Control
Q96FQ6,Cytoplasm,Medium,Control
Q96GA7,Endoplasmic Reticulum,Medium,Control
Q96GD0,Cytoskeleton,Medium,Control
Q96GK7,Cytoplasm,Medium,Control
Q96GQ5,Endoplasmic Reticulum,Medium,Control
Q96HE7,Endoplasmic Reticulum,Medium,Control
Q96HR9,Endoplasmic Reticulum,Medium,Control
Q96HS1,Mitochondria,Medium,Control
Q96JH7,Cytoskeleton,Medium,Control
Q96L92,Endoplasmic Reticulum,Medium,Control
Q96NW7,Mitochondria,Medium,Control
Q96P47,Plasma membrane,Medium,Control
Q96P70,Endoplasmic Reticulum,Medium,Control
Q96PE3,Endoplasmic Reticulum,Medium,Control
Q96PE5,Endoplasmic Reticulum,Medium,Control
Q96PU5,Mitochondria,Medium,Control
Q96PU8,Endoplasmic Reticulum,Medium,Control
Q96PY5,Plasma membrane,Medium,Control
Q96Q05,Endoplasmic Reticulum,Medium,Control
Q96QR8,Endoplasmic Reticulum,Medium,Control
Q99259,Endoplasmic Reticulum,Medium,Control
Q99426,Cytoskeleton,Medium,Control
Q99447,Cytoplasm,Medium,Control
Q99460,Cytoskeleton,Medium,Control
Q99523,Endoplasmic Reticulum,Medium,Control
Q99569,Mitochondria,Medium,Control
Q99572,Presynapse,Medium,Control
Q99627,Cytoskeleton,Medium,Control
Q99653,Presynapse,Medium,Control
Q99729,Cytoplasm,Medium,Control
Q99767,Mitochondria,Medium,Control
Q99884,Endoplasmic Reticulum,Medium,Control
Q99943,Endoplasmic Reticulum,Medium,Control
Q99996,Plasma membrane,Medium,Control
Q9BQ69,Mitochondria,Medium,Control
Q9BQE5,Cytoskeleton,Medium,Control
Q9BQI5,Cytoskeleton,Medium,Control
Q9BQI9,Cytoplasm,Medium,Control
Q9BR76,Cytoskeleton,Medium,Control
Q9BRX8,Plasma membrane,Medium,Control
Q9BSJ8,Cytoskeleton,Medium,Control
Q9BSU1,Endoplasmic Reticulum,Medium,Control
Q9BTE6,Endoplasmic Reticulum,Medium,Control
Q9BV23,Endoplasmic Reticulum,Medium,Control
Q9BV79,Mitochondria,Medium,Control
Q9BXF6,Mitochondria,Medium,Control
Q9BXJ9,Endoplasmic Reticulum,Medium,Control
Q9BXW6,Cytoskeleton,Medium,Control
Q9BZC7,Endoplasmic Reticulum,Medium,Control
Q9BZE9,Cytoplasm,Medium,Control
Q9BZF3,Endoplasmic Reticulum,Medium,Control
Q9BZZ5,Endoplasmic Reticulum,Medium,Control
Q9C0E8,Endoplasmic Reticulum,Medium,Control
Q9C0G6,Endoplasmic Reticulum,Medium,Control
Q9GZM8,Nucleus,Medium,Control
Q9GZN7,Presynapse,Medium,Control
Q9GZT3,Mitochondria,Medium,Control
Q9GZT4,Endoplasmic Reticulum,Medium,Control
Q9GZT6,Mitochondria,Medium,Control
Q9GZT8,Cytoskeleton,Medium,Control
Q9GZZ9,Cytoskeleton,Medium,Control
Q9H061,Mitochondria,Medium,Control
Q9H078,Mitochondria,Medium,Control
Q9H0B6,Endoplasmic Reticulum,Medium,Control
Q9H0Q0,Cytoskeleton,Medium,Control
Q9H0Q3,Cytoskeleton,Medium,Control
Q9H0R4,Cytoskeleton,Medium,Control
Q9H0W9,Cytoplasm,Medium,Control
Q9H1K4,Mitochondria,Medium,Control
Q9H1Z4,Postsynapse,Medium,Control
Q9H244,Endoplasmic Reticulum,Medium,Control
Q9H270,Endoplasmic Reticulum,Medium,Control
Q9H299,Cytoplasm,Medium,Control
Q9H2G2,Endoplasmic Reticulum,Medium,Control
Q9H313,Presynapse,Medium,Control
Q9H3K6,Cytoplasm,Medium,Control
Q9H425,Endoplasmic Reticulum,Medium,Control
Q9H444,Endoplasmic Reticulum,Medium,Control
Q9H6K5,Endoplasmic Reticulum,Medium,Control
Q9H6L5,Mitochondria,Medium,Control
Q9H7Z7,Cytoskeleton,Medium,Control
Q9H845,Mitochondria,Medium,Control
Q9H8H3,Plasma membrane,Medium,Control
Q9H9A6,Endoplasmic Reticulum,Medium,Control
Q9H9C1,Endoplasmic Reticulum,Medium,Control
Q9H9H5,Endoplasmic Reticulum,Medium,Control
Q9H9J2,Mitochondria,Medium,Control
Q9H9Q2,Cytoplasm,Medium,Control
Q9H9S3,Endoplasmic Reticulum,Medium,Control
Q9HA77,Mitochondria,Medium,Control
Q9HAV0,Cytoskeleton,Medium,Control
Q9HBF4,Presynapse,Medium,Control
Q9HC38,Cytoskeleton,Medium,Control
Q9HCC0,Cytoskeleton,Medium,Control
Q9HCD6,Postsynapse,Medium,Control
Q9NP78,Nucleus,Medium,Control
Q9NP81,Mitochondria,Medium,Control
Q9NPJ3,Cytoskeleton,Medium,Control
Q9NQC7,Mitochondria,Medium,Control
Q9NQE9,Presynapse,Medium,Control
Q9NQP4,Cytoplasm,Medium,Control
Q9NQR4,Cytoplasm,Medium,Control
Q9NQW7,Cytoplasm,Medium,Control
Q9NR28,Cytoplasm,Medium,Control
Q9NR31,Endoplasmic Reticulum,Medium,Control
Q9NR45,Cytoplasm,Medium,Control
Q9NRD5,Nucleus,Medium,Control
Q9NRG7,Mitochondria,Medium,Control
Q9NRQ2,Endoplasmic Reticulum,Medium,Control
Q9NRW7,Endoplasmic Reticulum,Medium,Control
Q9NRX4,Plasma membrane,Medium,Control
Q9NRY4,Endoplasmic Reticulum,Medium,Control
Q9NRZ7,Endoplasmic Reticulum,Medium,Control
Q9NSY0,Endoplasmic Reticulum,Medium,Control
Q9NUB1,Cytoskeleton,Medium,Control
Q9NUP9,Endoplasmic Reticulum,Medium,Control
Q9NUU7,Mitochondria,Medium,Control
Q9NV96,Endoplasmic Reticulum,Medium,Control
Q9NVE7,Endoplasmic Reticulum,Medium,Control
Q9NVI7,Mitochondria,Medium,Control
Q9NVT9,Mitochondria,Medium,Control
Q9NWU2,Endoplasmic Reticulum,Medium,Control
Q9NY47,Presynapse,Medium,Control
Q9NYU2,Endoplasmic Reticulum,Medium,Control
Q9NZ52,Endoplasmic Reticulum,Medium,Control
Q9NZ56,Endoplasmic Reticulum,Medium,Control
Q9NZH0,Endoplasmic Reticulum,Medium,Control
Q9NZJ6,Mitochondria,Medium,Control
Q9NZN4,Nucleus,Medium,Control
Q9NZW5,Endoplasmic Reticulum,Medium,Control
Q9P000,Endoplasmic Reticulum,Medium,Control
Q9P035,Cytoskeleton,Medium,Control
Q9P0J0,Cytoskeleton,Medium,Control
Q9P0K1,Plasma membrane,Medium,Control
Q9P0Z9,Endoplasmic Reticulum,Medium,Control
Q9P260,Endoplasmic Reticulum,Medium,Control
Q9P2E9,Endoplasmic Reticulum,Medium,Control
Q9P2R3,Plasma membrane,Medium,Control
Q9P2T1,Cytoplasm,Medium,Control
Q9UBE0,Endoplasmic Reticulum,Medium,Control
Q9UBW8,Cytoskeleton,Medium,Control
Q9UBX3,Mitochondria,Medium,Control
Q9UDY4,Endoplasmic Reticulum,Medium,Control
Q9UEW8,Cytoskeleton,Medium,Control
Q9UF11,Postsynapse,Medium,Control
Q9UFN0,Endoplasmic Reticulum,Medium,Control
Q9UGC6,Endoplasmic Reticulum,Medium,Control
Q9UGT4,Endoplasmic Reticulum,Medium,Control
Q9UHD2,Mitochondria,Medium,Control
Q9UHG2,Cytoskeleton,Medium,Control
Q9UHG3,Presynapse,Medium,Control
Q9UHQ4,Endoplasmic Reticulum,Medium,Control
Q9UI09,Postsynapse,Medium,Control
Q9UI40,Endoplasmic Reticulum,Medium,Control
Q9UII2,Mitochondria,Medium,Control
Q9UIJ7,Cytoskeleton,Medium,Control
Q9UJ70,Cytoskeleton,Medium,Control
Q9UJA5,Endoplasmic Reticulum,Medium,Control
Q9UJS0,Mitochondria,Medium,Control
Q9UK41,Endoplasmic Reticulum,Medium,Control
Q9UKU0,Cytoskeleton,Medium,Control
Q9UKU6,Endoplasmic Reticulum,Medium,Control
Q9UL26,Endoplasmic Reticulum,Medium,Control
Q9UL51,Endoplasmic Reticulum,Medium,Control
Q9ULB1,Endoplasmic Reticulum,Medium,Control
Q9ULK0,Endoplasmic Reticulum,Medium,Control
Q9ULP0,Cytoskeleton,Medium,Control
Q9ULP9,Plasma membrane,Medium,Control
Q9ULT8,Nucleus,Medium,Control
Q9UMF0,Cytoskeleton,Medium,Control
Q9UMS4,Nucleus,Medium,Control
Q9UNF0,Cytoskeleton,Medium,Control
Q9UNN5,Mitochondria,Medium,Control
Q9UNW9,Endoplasmic Reticulum,Medium,Control
Q9UPR0,Endoplasmic Reticulum,Medium,Control
Q9UPR5,Plasma membrane,Medium,Control
Q9UPU5,Mitochondria,Medium,Control
Q9UPV7,Cytoskeleton,Medium,Control
Q9UQ03,Cytoskeleton,Medium,Control
Q9UQ80,Cytoskeleton,Medium,Control
Q9UQB3,Plasma membrane,Medium,Control
Q9Y224,Cytoskeleton,Medium,Control
Q9Y230,Endoplasmic Reticulum,Medium,Control
Q9Y262,Endoplasmic Reticulum,Medium,Control
Q9Y263,Endoplasmic Reticulum,Medium,Control
Q9Y266,Cytoskeleton,Medium,Control
Q9Y276,Postsynapse,Medium,Control
Q9Y2C4,Mitochondria,Medium,Control
Q9Y2I1,Cytoplasm,Medium,Control
Q9Y2I8,Endoplasmic Reticulum,Medium,Control
Q9Y2Q0,Plasma membrane,Medium,Control
Q9Y2Q5,Endoplasmic Reticulum,Medium,Control
Q9Y2Z0,Cytoskeleton,Medium,Control
Q9Y333,Cytoplasm,Medium,Control
Q9Y342,Nucleus,Medium,Control
Q9Y376,Cytoskeleton,Medium,Control
Q9Y394,Plasma membrane,Medium,Control
Q9Y3C4,Cytoplasm,Medium,Control
Q9Y3F4,Cytoskeleton,Medium,Control
Q9Y3I0,Cytoskeleton,Medium,Control
Q9Y3P9,Endoplasmic Reticulum,Medium,Control
Q9Y496,Endoplasmic Reticulum,Medium,Control
Q9Y4D8,Endoplasmic Reticulum,Medium,Control
Q9Y4F5,Cytoskeleton,Medium,Control
Q9Y4G8,Cytoskeleton,Medium,Control
Q9Y4J8,Endoplasmic Reticulum,Medium,Control
Q9Y4Y9,Cytoplasm,Medium,Control
Q9Y566,Mitochondria,Medium,Control
Q9Y570,Cytoskeleton,Medium,Control
Q9Y584,Mitochondria,Medium,Control
Q9Y5J7,Postsynapse,Medium,Control
Q9Y5L0,Endoplasmic Reticulum,Medium,Control
Q9Y5X1,Endoplasmic Reticulum,Medium,Control
Q9Y6D5,Endoplasmic Reticulum,Medium,Control
Q9Y6G9,Plasma membrane,Medium,Control
O43572,NA,None,Control
O75334,NA,None,Control
O75436,NA,None,Control
O75937,NA,None,Control
P08603,NA,None,Control
P12694,NA,None,Control
P13645,NA,None,Control
P29692,NA,None,Control
P57088,NA,None,Control
P59666,NA,None,Control
Q14166,NA,None,Control
Q15904,NA,None,Control
Q63HM9,NA,None,Control
Q68CZ2,NA,None,Control
Q6PL24,NA,None,Control
Q8IU85,NA,None,Control
Q8TF61,NA,None,Control
Q92504,NA,None,Control
Q96D71,NA,None,Control
Q96EY7,NA,None,Control
Q96I99,NA,None,Control
Q96JJ3,NA,None,Control
Q9BWQ8,NA,None,Control
Q9C005,NA,None,Control
Q9HCJ1,NA,None,Control
Q9NZZ3,NA,None,Control
Q9P0V9,NA,None,Control
Q9P2G1,NA,None,Control
Q9UMX0,NA,None,Control
Q9Y6T7,NA,None,Control
A0A024RBG1,Endoplasmic Reticulum,High,AD
A0AVT1,Endoplasmic Reticulum,Medium,AD
A0FGR8,Endoplasmic Reticulum,High,AD
A1L0T0,Presynapse,Medium,AD
A2RRP1,Endoplasmic Reticulum,High,AD
A2RU67,Mitochondria,Medium,AD
A5PKW4,Mitochondria,Medium,AD
A6NDG6,Cytoplasm,High,AD
A6NE02,Mitochondria,Medium,AD
A6NHX0,Cytoplasm,High,AD
E9PAV3,Plasma membrane,Medium,AD
O00116,Mitochondria,High,AD
O00139,Cytoskeleton,High,AD
O00142,Mitochondria,Medium,AD
O00154,Cytoskeleton,High,AD
O00159,Nucleus,Medium,AD
O00161,Endoplasmic Reticulum,High,AD
O00165,Mitochondria,High,AD
O00178,Mitochondria,High,AD
O00186,Plasma membrane,Medium,AD
O00192,Mitochondria,High,AD
O00194,Endoplasmic Reticulum,Medium,AD
O00217,Postsynapse,Medium,AD
O00232,Endoplasmic Reticulum,Medium,AD
O00299,Cytoplasm,Medium,AD
O00303,Endoplasmic Reticulum,High,AD
O00401,Endoplasmic Reticulum,Medium,AD
O00408,Cytoskeleton,Medium,AD
O00410,Cytoskeleton,High,AD
O00429,Cytoskeleton,High,AD
O00442,Endoplasmic Reticulum,Medium,AD
O00468,Nucleus,High,AD
O00483,Cytoskeleton,High,AD
O00487,Endoplasmic Reticulum,High,AD
O00499,Cytoskeleton,High,AD
O00505,Cytoskeleton,Medium,AD
O00519,Endoplasmic Reticulum,Medium,AD
O00533,Cytoskeleton,High,AD
O00560,Plasma membrane,Medium,AD
O00571,Cytoskeleton,Medium,AD
O00584,Cytoplasm,High,AD
O00625,Cytoplasm,High,AD
O00629,Endoplasmic Reticulum,High,AD
O00743,Endoplasmic Reticulum,High,AD
O00764,Cytoskeleton,High,AD
O14490,Postsynapse,High,AD
O14495,Plasma membrane,Medium,AD
O14508,Plasma membrane,Medium,AD
O14521,Mitochondria,High,AD
O14523,Endoplasmic Reticulum,Medium,AD
O14525,Mitochondria,Medium,AD
O14531,Cytoskeleton,High,AD
O14548,Cytoskeleton,High,AD
O14558,Endoplasmic Reticulum,Medium,AD
O14561,Cytoskeleton,High,AD
O14576,Cytoskeleton,High,AD
O14578,Postsynapse,Medium,AD
O14579,Endoplasmic Reticulum,High,AD
O14594,Cytoskeleton,High,AD
O14617,Cytoskeleton,Medium,AD
O14662,Mitochondria,Medium,AD
O14672,Cytoskeleton,High,AD
O14735,Endoplasmic Reticulum,High,AD
O14737,Cytoplasm,High,AD
O14745,Cytoskeleton,High,AD
O14773,Cytoskeleton,High,AD
O14775,Cytoskeleton,Medium,AD
O14787,Cytoskeleton,High,AD
O14807,Endoplasmic Reticulum,Medium,AD
O14810,Cytoskeleton,Medium,AD
O14818,Cytoskeleton,High,AD
O14828,Endoplasmic Reticulum,Medium,AD
O14874,Mitochondria,High,AD
O14880,Cytoskeleton,High,AD
O14907,Endoplasmic Reticulum,High,AD
O14936,Cytoskeleton,Medium,AD
O14964,Endoplasmic Reticulum,Medium,AD
O14974,Endoplasmic Reticulum,Medium,AD
O14980,Cytoskeleton,High,AD
O14994,Cytoskeleton,High,AD
O15020,Cytoskeleton,High,AD
O15027,Endoplasmic Reticulum,High,AD
O15061,Endoplasmic Reticulum,Medium,AD
O15066,Endoplasmic Reticulum,Medium,AD
O15067,Cytoplasm,High,AD
O15068,Mitochondria,High,AD
O15075,Cytoskeleton,High,AD
O15079,Postsynapse,Medium,AD
O15083,Mitochondria,High,AD
O15118,Presynapse,Medium,AD
O15126,Cytoskeleton,High,AD
O15127,Endoplasmic Reticulum,Medium,AD
O15173,Cytoskeleton,Medium,AD
O15212,Cytoplasm,Medium,AD
O15228,Endoplasmic Reticulum,Medium,AD
O15230,Nucleus,High,AD
O15260,Endoplasmic Reticulum,High,AD
O15371,Endoplasmic Reticulum,High,AD
O15372,Endoplasmic Reticulum,High,AD
O15394,Cytoskeleton,High,AD
O15439,Postsynapse,Medium,AD
O15484,Plasma membrane,High,AD
O15498,Endoplasmic Reticulum,Medium,AD
O15523,Mitochondria,Medium,AD
O15530,Nucleus,Medium,AD
O15540,Cytoskeleton,High,AD
O43143,Nucleus,High,AD
O43149,Mitochondria,Medium,AD
O43175,Cytoskeleton,High,AD
O43181,Postsynapse,High,AD
O43236,Cytoskeleton,High,AD
O43237,Cytoskeleton,High,AD
O43242,Cytoskeleton,High,AD
O43272,Mitochondria,Medium,AD
O43301,Cytoskeleton,High,AD
O43324,Endoplasmic Reticulum,High,AD
O43390,Cytoskeleton,High,AD
O43396,Cytoskeleton,High,AD
O43399,Cytoskeleton,High,AD
O43414,Cytoplasm,High,AD
O43426,Cytoskeleton,High,AD
O43432,Endoplasmic Reticulum,High,AD
O43464,Mitochondria,Medium,AD
O43488,Cytoskeleton,High,AD
O43491,Cytoskeleton,High,AD
O43504,Presynapse,Medium,AD
O43572,Mitochondria,High,AD
O43581,Presynapse,High,AD
O43592,Endoplasmic Reticulum,High,AD
O43598,Cytoplasm,High,AD
O43615,Postsynapse,High,AD
O43676,Postsynapse,High,AD
O43681,Cytoskeleton,Medium,AD
O43707,Cytoskeleton,High,AD
O43708,Cytoplasm,Medium,AD
O43739,Mitochondria,Medium,AD
O43747,Cytoskeleton,Medium,AD
O43759,Presynapse,High,AD
O43760,Mitochondria,Medium,AD
O43761,Presynapse,Medium,AD
O43768,Cytoplasm,Medium,AD
O43772,Mitochondria,High,AD
O43776,Cytoskeleton,High,AD
O43813,Cytoskeleton,High,AD
O43837,Cytoskeleton,High,AD
O43852,Endoplasmic Reticulum,High,AD
O43865,Cytoskeleton,High,AD
O43920,Cytoskeleton,High,AD
O60245,Postsynapse,Medium,AD
O60256,Cytoskeleton,High,AD
O60268,Cytoskeleton,Medium,AD
O60282,Cytoskeleton,High,AD
O60307,Mitochondria,Medium,AD
O60313,Cytoskeleton,High,AD
O60493,Cytoskeleton,High,AD
O60502,Endoplasmic Reticulum,Medium,AD
O60503,Mitochondria,Medium,AD
O60506,Cytoskeleton,Medium,AD
O60641,Cytoskeleton,High,AD
O60645,Endoplasmic Reticulum,High,AD
O60658,Mitochondria,High,AD
O60664,Cytoplasm,Medium,AD
O60684,Cytoskeleton,High,AD
O60716,Endoplasmic Reticulum,High,AD
O60739,Endoplasmic Reticulum,Medium,AD
O60741,Endoplasmic Reticulum,High,AD
O60749,Mitochondria,Medium,AD
O60762,Endoplasmic Reticulum,High,AD
O60763,Endoplasmic Reticulum,High,AD
O60784,Cytoskeleton,Medium,AD
O60825,Endoplasmic Reticulum,High,AD
O60831,Endoplasmic Reticulum,High,AD
O60841,Mitochondria,High,AD
O60861,Cytoskeleton,High,AD
O60883,Plasma membrane,Medium,AD
O60884,Cytoskeleton,High,AD
O60888,Cytoskeleton,High,AD
O60936,Cytoplasm,Medium,AD
O60939,Endoplasmic Reticulum,High,AD
O75027,Mitochondria,Medium,AD
O75044,Mitochondria,High,AD
O75061,Cytoskeleton,High,AD
O75078,Endoplasmic Reticulum,Medium,AD
O75083,Cytoskeleton,High,AD
O75110,Endoplasmic Reticulum,Medium,AD
O75116,Cytoskeleton,Medium,AD
O75122,Plasma membrane,Medium,AD
O75208,Mitochondria,Medium,AD
O75223,Cytoplasm,High,AD
O75251,Postsynapse,High,AD
O75306,Cytoskeleton,High,AD
O75323,Cytoskeleton,Medium,AD
O75334,Mitochondria,High,AD
O75340,Cytoskeleton,High,AD
O75351,Endoplasmic Reticulum,Medium,AD
O75352,Endoplasmic Reticulum,High,AD
O75363,Cytoskeleton,Medium,AD
O75367,Nucleus,High,AD
O75368,Cytoskeleton,Medium,AD
O75382,Plasma membrane,Medium,AD
O75390,Cytoskeleton,High,AD
O75396,Endoplasmic Reticulum,Medium,AD
O75431,Postsynapse,High,AD
O75439,Mitochondria,High,AD
O75489,Cytoskeleton,High,AD
O75508,Cytoskeleton,High,AD
O75534,Endoplasmic Reticulum,High,AD
O75569,Endoplasmic Reticulum,Medium,AD
O75592,Mitochondria,Medium,AD
O75608,Cytoplasm,Medium,AD
O75643,Nucleus,High,AD
O75663,Cytoplasm,Medium,AD
O75689,Endoplasmic Reticulum,Medium,AD
O75746,Cytoskeleton,High,AD
O75781,Cytoskeleton,High,AD
O75822,Plasma membrane,Medium,AD
O75832,Endoplasmic Reticulum,High,AD
O75844,Endoplasmic Reticulum,High,AD
O75874,Cytoskeleton,Medium,AD
O75880,Mitochondria,High,AD
O75884,Cytoplasm,High,AD
O75891,Cytoskeleton,High,AD
O75896,Nucleus,Medium,AD
O75899,Endoplasmic Reticulum,Medium,AD
O75914,Cytoplasm,High,AD
O75915,Cytoskeleton,Medium,AD
O75935,Endoplasmic Reticulum,Medium,AD
O75937,Nucleus,High,AD
O75947,Cytoskeleton,High,AD
O75955,Cytoskeleton,High,AD
O75962,Postsynapse,High,AD
O75964,Cytoskeleton,High,AD
O76003,Endoplasmic Reticulum,Medium,AD
O76024,Endoplasmic Reticulum,High,AD
O76054,Cytoskeleton,Medium,AD
O76070,Cytoskeleton,High,AD
O76094,Endoplasmic Reticulum,High,AD
O94760,Cytoskeleton,High,AD
O94772,Presynapse,High,AD
O94805,Mitochondria,Medium,AD
O94811,Cytoskeleton,High,AD
O94819,Cytoskeleton,High,AD
O94826,Cytoskeleton,High,AD
O94830,Mitochondria,Medium,AD
O94832,Cytoskeleton,Medium,AD
O94874,Endoplasmic Reticulum,High,AD
O94875,Nucleus,Medium,AD
O94905,Cytoskeleton,Medium,AD
O94911,Endoplasmic Reticulum,High,AD
O94915,Cytoskeleton,Medium,AD
O94919,Cytoskeleton,High,AD
O94925,Cytoskeleton,High,AD
O94966,Endoplasmic Reticulum,Medium,AD
O94967,Cytoskeleton,Medium,AD
O94973,Cytoskeleton,High,AD
O94979,Endoplasmic Reticulum,Medium,AD
O94985,Cytoplasm,Medium,AD
O95057,Endoplasmic Reticulum,Medium,AD
O95139,Postsynapse,High,AD
O95167,Mitochondria,High,AD
O95169,Mitochondria,High,AD
O95182,Mitochondria,Medium,AD
O95197,Cytoskeleton,High,AD
O95202,Cytoskeleton,High,AD
O95248,Cytoskeleton,High,AD
O95278,Cytoplasm,Medium,AD
O95292,Cytoskeleton,High,AD
O95295,Mitochondria,Medium,AD
O95298,Postsynapse,Medium,AD
O95299,Cytoskeleton,High,AD
O95336,Cytoskeleton,High,AD
O95352,Cytoplasm,High,AD
O95372,Cytoskeleton,High,AD
O95373,Cytoskeleton,Medium,AD
O95394,Cytoplasm,Medium,AD
O95433,Cytoskeleton,High,AD
O95487,Endoplasmic Reticulum,Medium,AD
O95563,Mitochondria,Medium,AD
O95571,Cytoplasm,High,AD
O95573,Presynapse,Medium,AD
O95670,Cytoskeleton,High,AD
O95674,Endoplasmic Reticulum,Medium,AD
O95741,Cytoskeleton,Medium,AD
O95757,Cytoskeleton,High,AD
O95777,Cytoplasm,High,AD
O95782,Cytoskeleton,High,AD
O95810,Nucleus,High,AD
O95817,Cytoplasm,High,AD
O95822,Cytoplasm,Medium,AD
O95825,Cytoplasm,High,AD
O95847,Postsynapse,Medium,AD
O95858,Plasma membrane,Medium,AD
O95861,Cytoplasm,High,AD
O95865,Cytoskeleton,High,AD
O95881,Endoplasmic Reticulum,High,AD
O95886,Mitochondria,High,AD
O96000,Cytoskeleton,High,AD
O96005,Endoplasmic Reticulum,High,AD
O96008,Mitochondria,High,AD
P00338,Cytoskeleton,High,AD
P00352,Cytoskeleton,High,AD
P00367,Cytoskeleton,High,AD
P00387,Cytoskeleton,High,AD
P00390,Cytoplasm,Medium,AD
P00395,Cytoskeleton,High,AD
P00403,Cytoskeleton,High,AD
P00441,Cytoskeleton,High,AD
P00450,Cytoplasm,Medium,AD
P00488,Cytoplasm,High,AD
P00491,Cytoplasm,High,AD
P00492,Cytoskeleton,High,AD
P00505,Cytoskeleton,High,AD
P00533,Endoplasmic Reticulum,High,AD
P00558,Cytoskeleton,High,AD
P00568,Cytoskeleton,High,AD
P00738,Cytoskeleton,High,AD
P00751,Cytoplasm,High,AD
P00813,Cytoplasm,High,AD
P00846,Mitochondria,High,AD
P00915,Cytoskeleton,High,AD
P00918,Cytoskeleton,High,AD
P00966,Cytoplasm,Medium,AD
P01008,Cytoplasm,High,AD
P01009,Cytoskeleton,High,AD
P01011,Cytoplasm,Medium,AD
P01019,Cytoskeleton,Medium,AD
P01023,Cytoskeleton,High,AD
P01024,Cytoskeleton,High,AD
P01034,Cytoskeleton,High,AD
P01112,Cytoskeleton,High,AD
P01116,Presynapse,Medium,AD
P01303,Mitochondria,Medium,AD
P01834,Cytoskeleton,High,AD
P01857,Cytoskeleton,High,AD
P01859,Cytoskeleton,High,AD
P01860,Cytoskeleton,Medium,AD
P01876,Cytoskeleton,High,AD
P02042,Cytoskeleton,High,AD
P02462,Nucleus,High,AD
P02511,Cytoskeleton,High,AD
P02545,Cytoskeleton,High,AD
P02549,Mitochondria,Medium,AD
P02647,Cytoplasm,High,AD
P02649,Cytoskeleton,High,AD
P02652,Cytoplasm,High,AD
P02671,Cytoskeleton,High,AD
P02675,Cytoskeleton,High,AD
P02679,Cytoskeleton,High,AD
P02686,Cytoskeleton,High,AD
P02689,Cytoskeleton,High,AD
P02746,Presynapse,Medium,AD
P02750,Cytoplasm,High,AD
P02763,Cytoskeleton,High,AD
P02766,Cytoplasm,High,AD
P02768,Cytoskeleton,High,AD
P02774,Cytoplasm,High,AD
P02786,Endoplasmic Reticulum,High,AD
P02787,Cytoskeleton,High,AD
P02790,Cytoplasm,Medium,AD
P02792,Cytoskeleton,High,AD
P02794,Cytoskeleton,High,AD
P03886,Mitochondria,High,AD
P03891,Mitochondria,Medium,AD
P03915,Mitochondria,High,AD
P03928,Mitochondria,High,AD
P04003,Plasma membrane,Medium,AD
P04040,Cytoskeleton,Medium,AD
P04062,Endoplasmic Reticulum,High,AD
P04075,Cytoskeleton,High,AD
